# doc pdhd/12 -- ANSWER KEY for the pdhd STM + Michel scan.
# Committed on purpose: it is the record of the sample at arm d15hnu /
# HEAD c0b1613b, and a scan whose key lives only beside a work/ arm stops
# being scorable the day that arm is retired.
# THE BLIND ON THIS FILE IS AN HONOUR RULE, NOT A STRUCTURAL ONE, and doc
# pdhd/12 sec 6 says so.  What IS structural is the display: the viewer
# never opens this file, and the chain's answer reaches no data source
# unless REVEAL is on -- proved by poisoning it.  Do not open this while
# scanning, and that goes for an assistant reading it on your behalf.
scan_id	tranche	stratum	event	cluster	npts	muon_len_cm	is_stm	michel_found	michel_conn_type	michel_len	michel_ke_best	michel_kink_deg	n_dots	in_fv	reject_bits	reject_names	n_near	n_far
73	2	S2	028084_22	44	489	292.59	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2441	7690
74	2	S4	028084_22	57	434	259.27	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1968	7730
75	2	S4	028084_22	103	80	47.4	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	477	7854
76	2	S4	028084_23	35	1016	605.02	0	0	0	0.0	0.0	-1.0	0	0	72	shape_flat|stop_near_boundary	5748	7577
77	2	S4	028084_23	45	971	604.91	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	13883	7534
78	2	S4	028084_23	46	93	66.92	0	0	0	0.0	0.0	-1.0	0	0	1088	stop_near_boundary|plateau_off_mip	151	7977
80	2	S4	028084_23	53	95	55.37	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	805	7930
81	2	S2	028084_23	113	143	88.14	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1280	7896
82	2	S3	028084_23	114	355	210.99	0	1	2	0.32	0.53	-1.0	1	1	12	no_bragg|shape_flat	3042	7770
83	2	S3	028084_23	122	112	65.7	0	1	3	0.0	13.32	-1.0	0	0	72	shape_flat|stop_near_boundary	645	7941
84	2	S3	028084_24	47	27	46.59	0	1	2	0.53	1.23	-1.0	1	1	1036	no_bragg|shape_flat|plateau_off_mip	99	7834
85	2	S3	028084_24	49	446	267.2	0	1	1	15.21	32.46	130.7	0	1	1024	plateau_off_mip	3473	7680
87	2	S3	028084_24	103	676	405.6	0	1	2	1.38	1.88	-1.0	1	0	76	no_bragg|shape_flat|stop_near_boundary	3900	7661
88	2	S4	028084_24	114	81	47.27	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	480	7816
89	2	S4	028084_25	28	229	136.95	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	1263	7789
90	2	S2	028084_25	36	316	186.43	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2428	7699
91	2	S2	028084_25	84	304	181.13	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1528	7769
92	2	S3	028084_26	32	523	315.22	0	1	3	0.0	13.08	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	4168	7805
93	2	S4	028084_26	38	139	85.4	0	0	0	0.0	0.0	-1.0	0	1	522	stop_unmatched|shape_flat|profile_sparse	2662	7942
95	2	S4	028084_26	111	519	309.72	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	2398	7966
96	2	S2	028084_26	115	384	229.89	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1320	7392
97	2	S3	028084_26	118	50	39.44	0	1	3	0.0	28.16	-1.0	0	0	584	shape_flat|stop_near_boundary|profile_sparse	102	7493
98	2	S4	028084_27	26	221	139.85	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	2856	7799
99	2	S4	028084_27	27	461	272.18	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2421	7853
100	2	S4	028084_27	46	111	66.87	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1602	7955
101	2	S4	028084_27	57	221	139.7	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	2594	7831
102	2	S4	028084_27	93	398	236.84	0	0	0	0.0	0.0	-1.0	0	0	64	stop_near_boundary	3533	7714
103	2	S4	028084_27	107	181	109.91	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1794	7931
104	2	S4	028084_27	111	28	52.78	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	121	7236
105	2	S4	028084_28	106	171	108.09	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	616	7914
106	2	S3	028084_28	110	548	326.84	0	1	1	18.42	36.19	88.1	0	1	1024	plateau_off_mip	3462	7764
107	2	S4	028084_28	131	1004	600.49	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	5141	7676
108	2	S4	028084_29	38	70	39.61	0	0	0	0.0	0.0	-1.0	0	1	1032	shape_flat|plateau_off_mip	301	7729
109	2	S4	028084_29	44	344	221.15	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	824	7677
110	2	S4	028084_29	53	544	327.97	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	4536	7306
111	2	S4	028084_29	101	100	58.23	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	499	7709
112	2	S4	028084_29	115	172	101.84	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1805	7579
113	2	S4	028084_3	22	336	206.97	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	361	7925
114	2	S3	028084_3	23	68	39.6	0	1	1	6.24	14.35	96.0	0	1	1028	no_bragg|plateau_off_mip	1033	7886
116	2	S3	028084_3	72	426	252.13	0	1	1	3.0	28.62	20.8	0	0	584	shape_flat|stop_near_boundary|profile_sparse	2757	7784
117	2	S4	028084_3	86	955	572.57	0	0	0	0.0	0.0	-1.0	0	0	72	shape_flat|stop_near_boundary	4178	7701
118	2	S4	028084_3	91	100	59.43	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	1633	7850
119	2	S3	028084_30	26	249	146.9	0	1	1	6.56	9.49	29.3	0	1	12	no_bragg|shape_flat	1795	7854
120	2	S3	028084_30	33	150	89.12	0	1	2	3.99	4.8	-1.0	1	1	1036	no_bragg|shape_flat|plateau_off_mip	689	7954
121	2	S4	028084_30	34	274	162.44	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2465	7793
122	2	S4	028084_30	37	717	429.16	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	4074	7646
123	2	S3	028084_30	100	1019	610.52	0	1	3	0.0	13.54	-1.0	0	0	2632	shape_flat|stop_near_boundary|profile_sparse|stop_into_dead	4050	7649
124	2	S2	028084_30	111	249	144.01	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1109	7916
125	2	S4	028084_4	18	162	96.05	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	826	7928
126	2	S4	028084_4	20	758	446.4	0	0	0	0.0	0.0	-1.0	0	1	1032	shape_flat|plateau_off_mip	4920	7713
127	2	S3	028084_4	29	87	51.68	0	1	2	0.21	1.09	-1.0	1	1	8	shape_flat	340	7954
128	2	S1	028084_4	41	396	236.71	1	1	2	2.68	2.79	-1.0	2	1	0	STM	2342	7848
130	2	S2	028084_4	119	433	259.43	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2211	7855
131	2	S3	028084_5	115	72	42.77	0	1	2	0.03	3.62	-1.0	2	1	8	shape_flat	540	7960
132	2	S3	028084_6	42	411	245.62	0	1	1	5.73	27.71	30.1	0	1	12	no_bragg|shape_flat	5344	7592
133	2	S4	028084_6	50	20	63.96	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	131	7882
134	2	S4	028084_6	91	115	68.4	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	168	7880
135	2	S4	028084_6	97	406	243.03	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3563	7691
137	2	S3	028084_6	115	320	190.3	0	1	2	0.95	0.96	-1.0	1	0	76	no_bragg|shape_flat|stop_near_boundary	2596	7745
139	2	S4	028084_7	34	470	277.28	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	3018	7983
140	2	S4	028084_7	36	234	139.65	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	734	7627
141	2	S2	028084_7	45	515	308.0	1	0	0	0.0	0.0	-1.0	0	1	0	STM	6452	7754
142	2	S2	028084_7	56	652	390.72	1	0	0	0.0	0.0	-1.0	0	1	0	STM	3311	7963
144	2	S2	028084_8	37	285	166.78	1	0	0	0.0	0.0	-1.0	0	1	0	STM	3143	7995
145	2	S2	028084_8	46	160	95.35	1	0	0	0.0	0.0	-1.0	0	1	0	STM	958	7467
146	2	S3	028084_8	110	112	67.35	0	1	2	7.91	8.08	-1.0	1	1	8	shape_flat	598	7500
147	2	S4	028084_8	120	553	345.69	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	3006	7281
148	2	S3	028084_9	24	635	373.22	0	1	3	0.0	4.22	-1.0	0	0	104	shape_flat|continuation|stop_near_boundary	3427	7970
149	2	S3	028084_9	37	45	157.07	0	1	2	1.22	2.2	-1.0	2	1	520	shape_flat|profile_sparse	114	7611
150	2	S4	028084_9	50	583	380.55	0	0	0	0.0	0.0	-1.0	0	0	584	shape_flat|stop_near_boundary|profile_sparse	321	7596
151	2	S4	029107_0	49	47	115.55	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	72	7796
153	2	S4	029107_0	56	26	53.26	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	84	7795
154	2	S4	029107_0	103	22	14.73	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	124	7793
156	2	S3	029107_1	32	274	158.26	0	1	2	3.26	12.5	-1.0	2	1	1032	shape_flat|plateau_off_mip	786	7626
157	2	S4	029107_1	36	636	383.62	0	0	0	0.0	0.0	-1.0	0	1	1032	shape_flat|plateau_off_mip	2701	7927
158	2	S3	029107_1	42	49	131.11	0	1	2	1.42	2.24	-1.0	2	1	512	profile_sparse	404	7645
159	2	S4	029107_1	82	302	181.71	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	1555	7987
160	2	S3	029107_1	85	229	136.28	0	1	1	2.4	7.01	16.3	0	1	12	no_bragg|shape_flat	1502	7990
162	2	S4	029107_10	44	624	377.15	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	5042	7543
163	2	S3	029107_10	50	220	127.14	0	1	1	2.4	1.92	22.3	0	1	1024	plateau_off_mip	2207	7745
164	2	S3	029107_10	65	564	338.12	0	1	3	0.0	9.42	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	2138	7750
167	2	S4	029107_11	22	133	80.44	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1630	7843
168	2	S2	029107_11	33	324	197.17	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2317	7785
170	2	S4	029107_11	74	44	26.1	0	0	0	0.0	0.0	-1.0	0	0	70	stop_unmatched|no_bragg|stop_near_boundary	446	7941
173	2	S4	029107_12	33	134	81.58	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	457	7689
174	2	S4	029107_12	48	157	93.06	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	393	7692
175	2	S4	029107_12	95	267	158.46	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	4010	7896
177	2	S3	029107_12	110	320	191.36	0	1	3	0.0	10.64	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	1596	7635
178	2	S4	029107_12	118	103	61.14	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	648	7680
179	2	S4	029107_13	52	183	108.42	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	948	7612
180	2	S2	029107_13	114	183	108.39	1	0	0	0.0	0.0	-1.0	0	1	0	STM	702	7631
181	2	S4	029107_14	45	31	19.83	0	0	0	0.0	0.0	-1.0	0	1	1038	stop_unmatched|no_bragg|shape_flat|plateau_off_mip	3204	7835
182	2	S4	029107_14	89	176	104.62	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1836	7932
184	2	S3	029107_15	26	208	125.29	0	1	1	4.47	7.66	84.6	0	1	1024	plateau_off_mip	414	7831
