# doc pdvd/55 -- STM + Michel hand scan, tranches 1+2, tag smx1a.
# verdict/kind/tags/pin read from the label ARTIFACT; confidence from the scan record.
scan_id	tranche	key	muon_len_cm	chain_is_stm	chain_reject	verdict	michel_kind	confidence	n_obj	muon	michel	gamma	delta_other	pin_rr	stop_d_face	entry_d_face	undershoot
71	2	039252_7/99	328.8	0	no_bragg|shape_flat	STM_MICHEL	both	high	6	1	2	2	1		45.1	0.4	0
72	2	039252_8/32	177.5	1	STM	STM_MICHEL	both	high	8	2	2	3	1		120.4	9.7	0
73	2	039252_8/77	241.6	0	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	THRU	none	high	4	1	0	0	3		0.7	0.6	0
74	2	039252_8/82	166.3	0	shape_flat	STM_MICHEL	attached	medium	2	1	1	0	0		116.2	0.4	0
75	2	039252_8/83	356.7	0	no_bragg|shape_flat	THRU	none	medium	10	3	0	0	7		65.3	14.9	0
76	2	039252_8/93	45.2	1	STM	THRU	none	medium	8	3	0	0	5		6.4	0.6	0
77	2	039252_8/97	138.5	0	plateau_off_mip	THRU	none	medium	13	3	0	0	10		28.5	0.6	0
78	2	039252_8/102	106.9	0	no_bragg|plateau_off_mip	STM_MICHEL	both	medium	5	2	1	2	0		27.0	0.1	0
79	2	039252_9/31	21.2	1	STM	STM_ONLY	none	high	1	1	0	0	0		14.2	0.1	0
80	2	039252_9/49	145.2	0	no_bragg|shape_flat	STM_ONLY	detached dots	medium	12	6	0	2	4		66.6	0.8	0
82	2	039252_9/88	91.9	1	STM	STM_ONLY	detached dots	medium	2	1	0	1	0		20.5	0.1	0
83	2	039252_9/94	118.2	0	shape_flat	STM_MICHEL	both	medium	7	1	2	4	0		56.6	0.2	0
84	2	039252_9/101	113.4	0	no_bragg|shape_flat	STM_MICHEL	both	medium	4	1	1	2	0	4.78	88.6	1.6	0
85	2	039253_0/40	42.6	0	no_bragg|shape_flat|plateau_off_mip	THRU	none	high	1	1	0	0	0		11.0	0.4	0
86	2	039253_0/44	81.2	0	shape_flat	STM_ONLY	detached dots	high	2	1	0	1	0		38.3	8.4	0
87	2	039253_0/87	100.1	1	STM	STM_MICHEL	both	high	7	1	2	2	2		55.0	11.9	0
88	2	039253_0/99	46.7	0	no_bragg|shape_flat	MESSY	none	medium	13	0	0	0	13		21.2	0.9	0
89	2	039253_0/102	14.4	0	no_bragg|shape_flat	STM_MICHEL	both	medium	7	2	4	1	0		11.8	0.7	0
90	2	039253_0/110	87.9	0	stop_near_boundary	STM_MICHEL	both	medium	5	2	1	2	0		67.3	0.9	1
91	2	039253_1/36	226.7	1	STM	STM_MICHEL	attached	medium	6	3	1	0	2		95.4	1.3	0
92	2	039253_1/79	62.0	0	shape_flat	STM_ONLY	detached dots	medium	2	1	0	1	0		37.1	0.4	0
93	2	039253_1/98	93.0	0	not_muon_pid	STM_ONLY	none	medium	4	2	0	0	2		63.8	0.4	0
94	2	039253_1/105	64.0	0	no_bragg|shape_flat|plateau_off_mip	THRU	none	medium	11	4	0	0	7		38.1	1.0	0
95	2	039253_1/116	489.5	0	no_bragg	THRU	none	high	8	7	0	0	1		108.3	0.6	0
96	2	039253_10/25	310.9	0	no_bragg|shape_flat	THRU	none	high	7	4	0	0	3		132.4	10.1	0
97	2	039253_10/35	165.9	0	no_bragg|shape_flat	THRU	none	medium	8	4	0	0	4		13.2	2.4	0
98	2	039253_10/77	206.6	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	3	2	1	0	0		66.1	0.5	0
99	2	039253_10/93	243.4	0	no_bragg|shape_flat	THRU	none	medium	6	4	0	0	2		101.1	14.7	0
100	2	039253_11/39	132.3	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		3.5	0.6	0
101	2	039253_11/44	101.5	0	shape_flat|profile_sparse	THRU	none	high	4	3	0	0	1		11.8	0.5	0
102	2	039253_11/80	33.0	0	no_bragg|shape_flat	THRU	none	medium	1	1	0	0	0		41.4	12.9	0
103	2	039253_11/86	96.7	0	no_bragg|shape_flat	THRU	none	high	8	1	0	0	7		51.8	1.0	0
104	2	039253_11/106	311.4	1	STM	STM_ONLY	none	high	8	5	0	0	3		55.0	0.9	0
105	2	039253_11/116	40.0	1	STM	STM_MICHEL	both	high	4	1	1	1	1		34.0	0.0	0
106	2	039253_12/35	205.8	1	STM	STM_MICHEL	both	high	8	1	2	3	2		114.0	14.9	0
107	2	039253_12/41	63.0	1	STM	STM_ONLY	none	medium	27	8	0	0	19		22.0	1.5	0
108	2	039253_12/69	38.7	1	STM	STM_ONLY	none	high	1	1	0	0	0		27.8	0.2	0
109	2	039253_12/88	42.7	0	continuation|stop_near_boundary|plateau_off_mip	THRU	none	high	5	3	0	0	2		1.3	11.4	0
110	2	039253_13/39	50.0	0	shape_flat	STM_MICHEL	attached	medium	6	2	1	0	3		31.1	0.5	1
111	2	039253_13/73	141.7	0	no_bragg|shape_flat	STM_MICHEL	both	medium	10	3	3	4	0	8.16	115.2	0.2	0
113	2	039253_13/103	248.0	1	STM	STM_ONLY	detached dots	high	2	1	0	1	0		80.7	8.0	0
114	2	039253_14/47	312.0	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		61.2	47.8	0
116	2	039253_14/84	143.5	1	STM	THRU	none	medium	12	8	0	0	4		53.1	6.7	0
118	2	039253_15/30	314.3	0	no_bragg|shape_flat|stop_into_dead	THRU	none	high	6	3	0	0	3		9.2	7.2	0
120	2	039253_15/45	106.8	0	shape_flat	STM_MICHEL	both	high	12	3	3	4	2		21.4	10.3	0
121	2	039253_15/77	192.8	1	STM	STM_ONLY	none	high	6	5	0	0	1		133.5	0.8	0
122	2	039253_15/81	85.8	0	shape_flat|profile_sparse	THRU	none	medium	5	1	0	0	4		33.8	2.5	0
123	2	039253_15/99	104.9	1	STM	STM_ONLY	none	high	2	1	0	0	1		49.6	0.4	0
125	2	039253_16/51	38.6	1	STM	STM_ONLY	detached dots	medium	4	1	0	3	0		11.1	12.4	0
126	2	039253_16/95	57.8	0	shape_flat|profile_sparse	THRU	none	medium	6	4	0	0	2		32.9	0.7	0
127	2	039253_16/98	267.3	1	STM	STM_ONLY	detached dots	high	3	2	0	1	0		58.3	0.5	0
128	2	039253_16/109	202.5	1	STM	STM_ONLY	detached dots	medium	9	2	0	1	6		43.6	0.6	0
129	2	039253_16/119	307.4	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		148.2	6.6	0
130	2	039253_17/44	600.6	1	STM	STM_ONLY	detached dots	high	4	3	0	1	0		94.9	7.2	0
131	2	039253_17/77	83.9	0	shape_flat|profile_sparse	STM_MICHEL	attached	medium	4	1	3	0	0	10.06	26.9	0.0	0
132	2	039253_17/91	122.1	0	no_bragg|shape_flat|plateau_off_mip	MESSY	none	medium	20	0	0	0	20		82.4	0.6	0
133	2	039253_17/115	85.8	0	shape_flat	STM_MICHEL	attached	high	7	1	3	0	3		19.2	0.2	0
134	2	039253_17/127	835.6	1	STM	STM_ONLY	none	high	16	9	0	0	7		18.5	0.2	0
135	2	039253_2/13	253.0	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	4	3	1	0	0	3.41	76.5	0.1	0
137	2	039253_2/75	93.7	0	no_bragg|shape_flat|stop_near_boundary	THRU	none	high	2	1	0	0	1		0.4	21.8	0
138	2	039253_2/77	324.8	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	17	8	1	0	8		95.6	0.6	0
140	2	039253_2/102	391.2	1	STM	STM_ONLY	none	high	5	4	0	0	1		105.7	0.4	0
142	2	039253_3/29	118.7	0	no_bragg|shape_flat	STM_MICHEL	both	medium	6	2	2	2	0	3.6	20.4	0.6	0
143	2	039253_3/61	197.6	0	no_bragg|shape_flat	STM_MICHEL	both	medium	6	1	3	2	0	2.36	93.9	0.5	0
145	2	039253_3/79	94.3	1	STM	STM_MICHEL	both	high	6	1	3	1	1		46.0	0.2	0
146	2	039253_4/79	37.3	0	shape_flat	STM_MICHEL	both	medium	4	2	1	1	0		17.0	0.8	0
147	2	039253_4/80	214.6	1	STM	STM_ONLY	none	high	2	2	0	0	0		47.7	1.0	0
148	2	039253_4/91	328.6	1	STM	STM_ONLY	detached dots	medium	9	1	0	2	6		88.4	2.6	0
149	2	039253_4/95	377.6	0	no_bragg|shape_flat|plateau_off_mip	THRU	none	medium	18	5	0	0	13		105.2	0.7	0
150	2	039253_5/32	134.0	1	STM	STM_MICHEL	both	high	8	2	2	3	1		19.4	4.9	0
151	2	039253_5/53	150.0	0	no_bragg|shape_flat	THRU	none	medium	2	2	0	0	0		18.9	0.4	0
153	2	039253_5/121	94.4	0	no_bragg	THRU	none	medium	1	1	0	0	0		47.5	17.8	0
154	2	039253_6/31	62.3	0	no_bragg|shape_flat	THRU	none	high	4	3	0	0	1		28.0	1.4	0
155	2	039253_6/34	256.5	0	no_bragg|shape_flat	THRU	none	high	10	6	0	0	4		131.7	22.6	0
156	2	039253_6/41	83.9	1	STM	STM_ONLY	detached dots	medium	9	4	0	2	3		26.6	1.1	0
157	2	039253_6/76	79.6	0	shape_flat|profile_sparse	THRU	none	high	1	1	0	0	0		2.6	1.0	0
158	2	039253_6/79	77.2	1	STM	STM_MICHEL	attached	high	3	1	1	0	1		32.7	0.3	0
159	2	039253_6/82	418.6	0	shape_flat	THRU	none	medium	22	12	0	0	10		63.3	8.3	0
160	2	039253_6/85	27.1	1	STM	STM_ONLY	none	medium	8	4	0	0	4		13.6	0.6	0
161	2	039253_6/90	159.7	0	profile_sparse	STM_MICHEL	attached	medium	5	4	1	0	0		58.4	5.8	0
162	2	039253_7/64	251.9	0	no_bragg|shape_flat	THRU	none	medium	8	6	0	0	2		84.9	0.4	0
163	2	039253_7/80	152.1	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	3	1	2	0	0	9.29	97.5	0.0	0
164	2	039253_7/92	83.9	0	no_bragg|shape_flat|stop_near_boundary	THRU	none	high	3	2	0	0	1		3.5	23.9	0
165	2	039253_8/27	29.5	0	shape_flat	STM_ONLY	detached dots	medium	3	1	0	1	1		17.1	0.3	0
166	2	039253_8/28	197.8	0	shape_flat	STM_MICHEL	both	medium	4	2	1	1	0		13.0	0.9	0
167	2	039253_8/31	384.6	0	no_bragg|shape_flat	THRU	none	high	10	7	0	0	3		19.2	47.4	0
168	2	039253_8/40	247.3	0	no_bragg|shape_flat	THRU	none	medium	4	4	0	0	0		51.0	0.4	0
169	2	039253_8/53	37.8	0	shape_flat|plateau_off_mip	MESSY	none	medium	11	0	0	0	11		4.7	5.1	0
172	2	039253_8/64	22.2	0	shape_flat	STM_MICHEL	attached	high	4	1	2	0	1		20.9	0.1	0
173	2	039253_9/42	269.3	0	shape_flat	STM_ONLY	detached dots	medium	5	4	0	1	0		127.2	0.9	0
174	2	039253_9/75	153.0	1	STM	STM_ONLY	none	high	6	5	0	0	1		129.5	0.2	0
175	2	039253_9/108	76.5	1	STM	STM_ONLY	none	medium	1	1	0	0	0		35.0	0.5	0
176	2	039253_9/111	71.8	1	STM	STM_MICHEL	both	high	6	1	2	2	1		13.9	0.2	0
177	2	039349_0/28	35.4	0	no_bragg|shape_flat	STM_ONLY	detached dots	medium	7	2	0	1	4		46.2	32.2	0
179	2	039349_1/52	81.0	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	2	1	1	0	0		30.6	0.2	0
180	2	039349_1/62	321.2	0	no_bragg|shape_flat	THRU	none	high	6	4	0	0	2		58.2	1.3	0
182	2	039349_10/54	85.6	0	no_bragg|plateau_off_mip	MESSY	none	high	28	0	0	0	28		21.4	12.7	0
183	2	039349_10/58	172.6	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	5	3	1	0	1	9.67	64.2	5.7	0
184	2	039349_11/19	48.8	0	no_bragg|shape_flat	STM_MICHEL	attached	high	5	2	3	0	0		27.3	0.5	0
185	2	039349_11/24	314.4	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		63.8	0.3	0
186	2	039349_11/41	34.0	0	shape_flat	THRU	none	high	1	1	0	0	0		25.4	0.2	0
187	2	039349_11/43	53.3	0	shape_flat|profile_sparse	THRU	none	medium	1	1	0	0	0		17.9	9.7	0
188	2	039349_11/46	87.7	1	STM	STM_MICHEL	both	medium	11	2	6	2	1		80.2	0.2	0
189	2	039349_11/47	309.4	0	no_bragg|shape_flat|vertex_hadron	THRU	none	high	15	9	0	0	6		73.5	0.1	0
190	2	039349_12/19	228.8	0	no_bragg|shape_flat	THRU	none	high	4	3	0	0	1		31.2	5.3	0
191	2	039349_12/24	301.9	0	no_bragg|shape_flat	THRU	none	high	8	7	0	0	1		67.6	60.7	0
192	2	039349_12/27	26.9	0	no_bragg|shape_flat	THRU	none	medium	4	1	0	0	3		23.7	1.3	0
193	2	039349_12/44	403.8	1	STM	STM_ONLY	none	high	4	4	0	0	0		38.4	5.1	0
195	2	039349_12/49	186.3	0	no_bragg|shape_flat	THRU	none	high	4	3	0	0	1		21.0	0.7	0
196	2	039349_12/51	45.0	1	STM	STM_ONLY	none	medium	1	1	0	0	0		42.9	0.2	0
197	2	039349_12/54	172.6	0	no_bragg|shape_flat	THRU	none	medium	3	3	0	0	0		59.8	0.3	0
198	2	039349_13/28	325.7	0	no_bragg|shape_flat	THRU	none	high	7	4	0	0	3		118.7	13.3	0
199	2	039349_13/29	316.7	0	no_bragg|shape_flat	THRU	none	medium	8	4	0	0	4		25.9	0.3	0
200	2	039349_13/32	256.2	0	no_bragg|shape_flat	THRU	none	high	2	1	0	0	1		36.7	0.6	0
201	2	039349_13/56	26.1	1	STM	THRU	none	medium	9	2	0	0	7		6.7	5.2	0
202	2	039349_13/60	91.8	1	STM	STM_ONLY	detached dots	high	4	1	0	3	0		85.0	0.2	0
203	2	039349_14/22	76.2	0	no_bragg|shape_flat	THRU	none	low	4	2	0	0	2		25.8	0.1	0
204	2	039349_15/17	120.7	0	no_bragg|shape_flat	THRU	none	medium	5	4	0	0	1		22.8	9.6	0
205	2	039349_15/18	43.6	0	no_bragg|shape_flat	THRU	none	medium	3	3	0	0	0		24.4	1.1	0
206	2	039349_15/23	97.8	0	shape_flat	STM_ONLY	none	high	1	1	0	0	0		60.5	0.1	0
207	2	039349_15/29	52.9	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		12.4	0.5	0
208	2	039349_15/30	262.1	0	no_bragg|shape_flat	THRU	none	high	4	4	0	0	0		35.6	0.5	0
209	2	039349_15/45	126.8	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		74.9	0.1	0
211	2	039349_16/56	121.8	0	no_bragg|shape_flat|plateau_off_mip	THRU	none	medium	2	2	0	0	0		97.3	9.2	0
212	2	039349_16/70	147.3	0	plateau_off_mip	STM_ONLY	none	low	4	2	0	0	2		120.6	17.3	0
213	2	039349_17/51	130.3	0	no_bragg|shape_flat	THRU	none	high	12	7	0	0	5		35.9	0.2	0
214	2	039349_17/52	85.8	1	STM	STM_ONLY	detached dots	high	3	1	0	2	0		37.0	0.0	0
215	2	039349_17/62	86.8	0	no_bragg|shape_flat	THRU	none	medium	5	1	0	0	4		14.8	0.6	0
216	2	039349_18/8	49.2	0	no_bragg|shape_flat	THRU	none	medium	6	4	0	0	2		27.8	0.1	0
217	2	039349_18/9	92.9	0	no_bragg|shape_flat	THRU	none	medium	1	1	0	0	0		18.2	1.1	0
218	2	039349_18/10	109.0	0	no_bragg|shape_flat	THRU	none	medium	3	2	0	0	1		32.2	1.2	0
219	2	039349_18/18	343.6	0	no_bragg|shape_flat	THRU	none	high	1	1	0	0	0		36.9	0.1	0
220	2	039349_18/33	57.8	0	shape_flat	STM_ONLY	none	high	3	3	0	0	0		24.6	0.0	1
222	2	039349_18/39	87.8	1	STM	STM_MICHEL	both	medium	5	1	1	3	0		56.1	0.1	0
223	2	039349_18/40	290.1	0	no_bragg|shape_flat	THRU	none	high	4	3	0	0	1		42.8	0.3	0
224	2	039349_19/24	90.3	0	no_bragg|shape_flat|stop_near_boundary	THRU	none	medium	7	3	0	0	4		0.8	0.5	0
225	2	039349_19/52	186.7	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	6	3	1	0	2	7.19	134.8	0.0	0
226	2	039349_19/56	20.0	0	no_bragg|shape_flat	THRU	none	medium	12	1	0	0	11		13.8	0.6	0
227	2	039349_2/10	49.3	0	no_bragg|shape_flat	THRU	none	medium	2	2	0	0	0		18.2	0.4	0
228	2	039349_2/15	89.3	0	no_bragg|shape_flat	THRU	none	high	2	1	0	0	1		51.5	2.0	0
230	2	039349_2/39	161.9	0	no_bragg|shape_flat	THRU	none	high	7	3	0	0	4		75.8	1.1	0
231	2	039349_2/41	127.6	0	shape_flat|profile_sparse	MESSY	none	high	43	0	0	0	43		74.5	0.5	0
232	2	039349_2/56	136.5	0	no_bragg|shape_flat	STM_MICHEL	both	medium	8	3	3	1	1		72.5	1.6	0
233	2	039349_20/29	105.4	0	no_bragg	THRU	none	medium	8	4	0	0	4		44.2	0.1	0
234	2	039349_20/32	345.2	0	shape_flat	STM_ONLY	none	medium	5	3	0	0	2		11.0	10.8	0
235	2	039349_20/41	42.8	0	shape_flat|profile_sparse	THRU	none	low	3	2	0	0	1		25.8	0.9	0
236	2	039349_20/73	279.4	0	no_bragg|shape_flat	THRU	none	medium	2	1	0	0	1		81.8	0.1	0
237	2	039349_20/77	135.3	0	no_bragg|shape_flat	THRU	none	high	4	3	0	0	1		69.7	0.5	0
238	2	039349_20/79	326.5	0	no_bragg|shape_flat	THRU	none	medium	10	5	0	0	5		131.6	0.2	0
239	2	039349_20/80	39.2	1	STM	STM_ONLY	none	high	3	2	0	0	1		17.2	0.1	0
240	2	039349_21/26	401.9	1	STM	THRU	none	medium	10	8	0	0	2		26.1	18.9	0
242	2	039349_22/22	67.0	0	no_bragg|shape_flat	STM_MICHEL	attached	high	8	2	4	0	2		30.2	14.8	0
243	2	039349_22/28	305.7	0	no_bragg|shape_flat	THRU	none	medium	9	4	0	0	5		60.0	0.4	0
244	2	039349_22/39	227.0	0	no_bragg|shape_flat	THRU	none	low	6	6	0	0	0		124.9	0.6	0
245	2	039349_22/41	172.1	0	shape_flat	STM_MICHEL	attached	high	3	2	1	0	0		43.7	0.5	0
246	2	039349_22/45	448.9	1	STM	THRU	none	high	11	7	0	0	4		78.7	0.1	0
247	2	039349_22/56	54.1	0	shape_flat	STM_ONLY	detached dots	medium	8	3	0	4	1		33.8	7.2	0
248	2	039349_22/63	439.3	0	shape_flat	STM_MICHEL	attached	high	5	2	3	0	0		119.1	0.2	0
250	2	039349_23/28	289.5	0	no_bragg|shape_flat	THRU	none	high	7	3	0	0	4		44.2	0.1	0
251	2	039349_23/43	155.9	0	no_bragg|shape_flat|vertex_hadron	THRU	none	high	15	7	0	0	8		103.7	12.2	0
252	2	039349_23/54	160.2	1	STM	STM_MICHEL	both	high	4	1	2	1	0		83.2	0.2	0
253	2	039349_24/19	299.5	1	STM	STM_ONLY	detached dots	medium	5	3	0	2	0		87.4	16.9	0
254	2	039349_24/21	61.5	0	plateau_off_mip	UNCLEAR	none	low	2	1	0	0	1		31.7	18.3	0
255	2	039349_24/23	90.5	0	no_bragg|shape_flat	THRU	none	high	3	2	0	0	1		24.2	0.2	0
256	2	039349_24/35	60.8	0	no_bragg	STM_ONLY	detached dots	low	2	1	0	1	0		35.6	0.5	0
257	2	039349_24/51	69.8	0	no_bragg|shape_flat	THRU	none	high	2	2	0	0	0		14.0	0.8	0
258	2	039349_24/58	103.5	0	no_bragg|shape_flat	THRU	none	medium	5	2	0	0	3		39.3	0.1	0
259	2	039349_25/37	209.3	0	no_bragg|shape_flat|stop_near_boundary	THRU	none	high	5	3	0	0	2		86.0	0.3	0
260	2	039349_25/43	126.3	0	no_bragg|shape_flat|plateau_off_mip	THRU	none	high	6	5	0	0	1		9.5	0.6	0
262	2	039349_25/48	122.7	0	no_bragg|shape_flat|plateau_off_mip	THRU	none	medium	5	3	0	0	2		59.9	4.7	0
263	2	039349_26/16	194.1	0	no_bragg|shape_flat	THRU	none	high	7	4	0	0	3		110.2	0.3	0
265	2	039349_26/34	112.4	0	plateau_off_mip	STM_ONLY	none	medium	2	1	0	0	1		83.8	1.9	0
267	2	039349_26/51	186.1	1	STM	THRU	none	medium	14	8	0	0	6		63.1	0.3	0
268	2	039349_26/59	623.8	1	STM	STM_ONLY	detached dots	high	17	14	0	1	2		42.2	0.8	0
269	2	039349_27/13	28.3	0	no_bragg|shape_flat	THRU	none	high	3	3	0	0	0		14.2	2.0	0
271	2	039349_27/61	81.9	0	no_bragg|shape_flat	THRU	none	high	6	3	0	0	3		21.7	1.1	0
272	2	039349_27/62	306.5	1	STM	STM_MICHEL	attached	high	3	2	1	0	0		64.6	0.3	0
274	2	039349_28/42	166.9	0	no_bragg|shape_flat	THRU	none	medium	6	4	0	0	2		6.6	8.2	0
276	2	039349_28/53	85.5	0	shape_flat	THRU	none	high	4	2	0	0	2		71.7	0.1	0
277	2	039349_28/57	267.5	0	no_bragg|shape_flat	THRU	none	high	6	5	0	0	1		103.1	0.5	0
278	2	039349_28/60	167.2	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	2	1	1	0	0	18.04	54.9	3.2	0
279	2	039349_29/20	373.5	0	no_bragg|shape_flat	THRU	none	high	15	9	0	0	6		80.3	0.5	0
280	2	039349_29/40	304.9	0	no_bragg|shape_flat	STM_ONLY	detached dots	medium	10	2	0	3	5		127.1	0.1	0
282	2	039349_29/47	118.2	0	no_bragg|shape_flat	THRU	none	high	5	3	0	0	2		48.7	3.4	0
283	2	039349_29/49	215.0	1	STM	STM_ONLY	none	high	4	3	0	0	1		93.5	0.2	0
284	2	039349_3/26	166.2	0	no_bragg|shape_flat	THRU	none	medium	4	2	0	0	2		117.3	0.6	0
286	2	039349_3/47	71.7	0	no_bragg|shape_flat	FRAG_STM_ONLY	none	medium	3	3	0	0	0		68.3	59.8	0
287	2	039349_3/50	33.2	1	STM	STM_ONLY	none	high	1	1	0	0	0		29.7	2.6	0
288	2	039349_3/58	75.3	0	shape_flat	THRU	none	medium	3	1	0	0	2		12.0	3.2	0
289	2	039349_30/21	294.3	0	no_bragg|shape_flat	THRU	none	medium	8	3	0	0	5		86.2	0.3	0
290	2	039349_30/28	260.0	0	no_bragg|shape_flat	THRU	none	high	5	4	0	0	1		66.2	0.2	0
291	2	039349_30/41	448.7	0	shape_flat|continuation|plateau_off_mip	THRU	none	medium	19	6	0	0	13		19.2	0.6	0
292	2	039349_30/45	221.2	0	shape_flat|profile_sparse	STM_MICHEL	none	medium	3	2	0	0	1	3.95	102.8	0.3	0
293	2	039349_30/66	457.0	0	no_bragg|shape_flat|plateau_off_mip	THRU	none	high	9	7	0	0	2		91.8	0.1	0
294	2	039349_31/20	386.4	0	no_bragg|shape_flat	THRU	none	high	21	13	0	0	8		23.8	0.2	0
295	2	039349_31/29	195.1	0	no_bragg|shape_flat	THRU	none	high	7	4	0	0	3		36.9	0.0	0
296	2	039349_31/32	298.5	0	no_bragg|shape_flat	THRU	none	high	7	5	0	0	2		70.9	0.0	0
297	2	039349_31/39	47.0	0	shape_flat	STM_MICHEL	attached	medium	5	3	1	0	1		28.9	0.2	1
298	2	039349_31/51	54.6	0	no_bragg|shape_flat	STM_MICHEL	both	high	10	1	4	4	1	6.6	30.8	0.6	0
299	2	039349_32/43	194.7	0	no_bragg|shape_flat	THRU	none	high	4	4	0	0	0		45.5	1.7	0
300	2	039349_32/52	324.2	0	no_bragg|shape_flat	THRU	none	high	5	3	0	0	2		37.6	0.7	0
301	2	039349_32/56	205.3	0	no_bragg|shape_flat	THRU	none	medium	4	1	0	0	3		91.5	0.3	0
302	2	039349_32/58	265.3	0	no_bragg|shape_flat	THRU	none	high	17	11	0	0	6		123.0	6.8	0
303	2	039349_32/63	199.2	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	5	2	2	0	1		25.2	0.4	0
304	2	039349_32/68	179.7	1	STM	STM_ONLY	detached dots	high	4	2	0	2	0		69.5	2.8	0
305	2	039349_33/21	193.7	1	STM	STM_ONLY	detached dots	medium	2	1	0	1	0		72.1	12.8	0
306	2	039349_33/45	700.4	0	no_bragg|shape_flat	THRU	none	medium	6	4	0	0	2		44.6	1.1	0
307	2	039349_33/58	340.9	1	STM	STM_ONLY	detached dots	medium	9	5	0	2	2		47.1	0.7	0
308	2	039349_33/66	573.7	0	no_bragg|shape_flat|stop_near_boundary	THRU	none	high	39	7	0	0	32		1.1	2.9	0
309	2	039349_34/40	76.4	1	STM	STM_ONLY	none	high	1	1	0	0	0		29.7	0.8	0
310	2	039349_34/46	29.0	1	STM	STM_MICHEL	attached	high	3	2	1	0	0		21.5	1.5	0
311	2	039349_34/48	457.8	0	shape_flat|profile_sparse	STM_ONLY	detached dots	low	12	6	0	4	2	5.24	25.6	0.1	0
312	2	039349_35/24	109.5	0	no_bragg|shape_flat	THRU	none	medium	2	2	0	0	0		30.0	12.7	0
313	2	039349_35/30	80.9	0	no_bragg|shape_flat|stop_near_boundary	THRU	none	medium	3	1	0	0	2		2.0	0.9	0
315	2	039349_35/75	555.4	1	STM	STM_ONLY	none	medium	8	4	0	0	4		72.1	0.5	0
316	2	039349_36/23	326.4	0	shape_flat	THRU	none	medium	3	2	0	0	1		87.9	0.6	0
318	2	039349_36/46	145.8	1	STM	STM_MICHEL	attached	medium	4	2	1	0	1		63.9	0.4	0
319	2	039349_36/63	334.2	0	no_bragg|shape_flat	STM_MICHEL	both	high	7	1	3	2	1	1.8	46.1	0.1	0
320	2	039349_36/64	95.6	1	STM	STM_ONLY	detached dots	medium	2	1	0	1	0		17.9	0.8	0
321	2	039349_37/33	96.2	0	shape_flat|profile_sparse	MESSY	none	medium	12	0	0	0	12		39.0	14.1	0
322	2	039349_37/39	260.9	1	STM	STM_MICHEL	both	high	23	12	3	1	7		24.7	0.1	0
323	2	039349_37/52	67.4	0	plateau_off_mip	THRU	none	medium	18	9	0	0	9		30.8	1.1	0
324	2	039349_37/67	708.6	0	no_bragg|shape_flat	THRU	none	medium	11	10	0	0	1		122.5	0.3	0
325	2	039349_38/27	390.8	0	no_bragg|shape_flat	THRU	none	high	6	4	0	0	2		22.8	0.7	0
326	2	039349_38/32	24.0	0	no_bragg|shape_flat	THRU	none	medium	3	1	0	0	2		19.9	0.1	0
327	2	039349_38/33	377.3	0	shape_flat	THRU	none	medium	9	6	0	0	3		44.4	0.6	0
328	2	039349_38/57	274.6	0	no_bragg|shape_flat	STM_MICHEL	attached	medium	4	2	1	0	1	3.6	130.2	0.2	0
330	2	039349_38/61	107.2	0	no_bragg|shape_flat	THRU	none	medium	13	6	0	0	7		29.4	0.4	0
331	2	039349_38/67	210.6	1	STM	STM_MICHEL	both	high	4	2	1	1	0		22.5	0.6	0
332	2	039349_39/27	402.7	0	no_bragg|shape_flat	THRU	none	high	11	6	0	0	5		67.1	1.0	0
333	2	039349_39/46	244.9	1	STM	STM_ONLY	none	high	3	2	0	0	1		107.1	0.3	0
334	2	039349_39/56	142.9	0	no_bragg|shape_flat	THRU	none	medium	5	3	0	0	2		20.0	0.3	0
335	2	039349_4/26	364.2	0	no_bragg|shape_flat	THRU	none	high	15	8	0	0	7		71.5	0.5	0
336	2	039349_4/36	89.2	1	STM	STM_MICHEL	both	high	7	1	1	4	1		9.1	0.2	0
338	2	039349_4/54	34.5	0	no_bragg|shape_flat	THRU	none	medium	1	1	0	0	0		22.3	0.2	0
339	2	039349_4/56	242.2	0	no_bragg|shape_flat	THRU	none	medium	5	3	0	0	2		63.4	0.3	0
340	2	039349_4/60	411.5	0	no_bragg|shape_flat	THRU	none	high	3	2	0	0	1		92.6	0.1	0
341	2	039349_40/42	179.5	0	no_bragg|shape_flat	THRU	none	high	9	4	0	0	5		23.6	1.0	0
