# doc pdhd/12 -- ANSWER KEY for the pdvd STM + Michel scan.
# Committed on purpose: it is the record of the sample at arm d15vnu /
# HEAD c0b1613b, and a scan whose key lives only beside a work/ arm stops
# being scorable the day that arm is retired.
# THE BLIND ON THIS FILE IS AN HONOUR RULE, NOT A STRUCTURAL ONE, and doc
# pdhd/12 sec 6 says so.  What IS structural is the display: the viewer
# never opens this file, and the chain's answer reaches no data source
# unless REVEAL is on -- proved by poisoning it.  Do not open this while
# scanning, and that goes for an assistant reading it on your behalf.
scan_id	tranche	stratum	event	cluster	npts	muon_len_cm	is_stm	michel_found	michel_conn_type	michel_len	michel_ke_best	michel_kink_deg	n_dots	in_fv	reject_bits	reject_names	n_near	n_far
5	1	S1	039252_0	82	176	107.4	1	1	1	4.97	13.27	39.1	0	1	0	STM	695	7242
6	1	S1	039252_1	30	222	132.74	1	1	1	15.41	31.95	58.3	0	1	0	STM	1258	7778
21	1	S1	039252_14	37	169	100.92	1	1	2	7.48	8.3	-1.0	1	1	0	STM	812	7762
27	1	S1	039252_15	77	189	113.08	1	1	2	16.08	51.55	-1.0	2	1	0	STM	1577	7627
47	1	S1	039252_2	83	51	30.11	1	1	1	4.64	21.29	79.8	0	1	0	STM	4228	7701
55	1	S1	039252_3	74	152	87.75	1	1	1	12.2	14.21	117.9	0	1	0	STM	1525	7808
60	1	S4	039252_6	26	408	246.58	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1929	7979
71	1	S3	039252_7	99	548	328.75	0	1	1	5.41	21.75	96.2	1	1	12	no_bragg|shape_flat	2477	7934
82	1	S2	039252_9	88	154	91.87	1	0	0	0.0	0.0	-1.0	0	1	0	STM	645	7898
92	1	S4	039253_1	79	104	61.97	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2946	7717
98	1	S3	039253_10	77	346	206.63	0	1	2	1.4	3.54	-1.0	1	1	12	no_bragg|shape_flat	1417	7487
104	1	S2	039253_11	106	525	313.28	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2625	7637
106	1	S1	039253_12	35	344	205.78	1	1	1	7.94	20.63	66.0	1	1	0	STM	2225	7917
115	1	S1	039253_14	49	449	269.21	1	1	1	12.47	22.94	94.5	0	1	0	STM	2561	7649
121	1	S2	039253_15	77	323	192.81	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1228	7523
139	1	S1	039253_2	89	429	256.55	1	1	1	7.12	14.22	119.3	0	1	0	STM	2004	7748
141	1	S1	039253_2	117	121	72.17	1	1	1	7.96	12.94	74.7	0	1	0	STM	584	7812
148	1	S1	039253_4	91	549	328.65	1	1	2	0.4	3.38	-1.0	2	1	0	STM	4586	7590
152	1	S2	039253_5	107	44	25.8	1	0	0	0.0	0.0	-1.0	0	1	0	STM	197	7849
171	1	S1	039253_8	62	457	274.65	1	1	1	4.22	13.29	88.0	0	1	0	STM	4665	7955
174	1	S2	039253_9	75	258	153.02	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1163	7839
188	1	S1	039349_11	46	147	88.21	1	1	1	3.0	34.39	33.3	0	1	0	STM	1382	7517
216	1	S4	039349_18	8	82	49.23	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1008	7645
231	1	S3	039349_2	41	149	117.43	0	1	2	1.8	12.14	-1.0	2	1	520	shape_flat|profile_sparse	1457	7753
232	1	S3	039349_2	56	225	136.49	0	1	2	6.48	10.04	-1.0	1	1	12	no_bragg|shape_flat	902	7864
240	1	S2	039349_21	26	674	401.91	1	0	0	0.0	0.0	-1.0	0	1	0	STM	3288	7386
242	1	S3	039349_22	22	115	67.66	0	1	1	11.19	11.44	98.5	0	1	8	shape_flat	651	7539
249	1	S2	039349_22	64	784	476.81	1	0	0	0.0	0.0	-1.0	0	1	0	STM	3229	7217
250	1	S4	039349_23	28	480	289.62	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1562	7040
252	1	S2	039349_23	54	268	160.2	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1432	7057
253	1	S2	039349_24	19	499	299.49	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2070	7622
263	1	S4	039349_26	16	327	194.07	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1329	7901
265	1	S4	039349_26	34	185	112.4	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	3931	7684
273	1	S1	039349_28	36	583	348.43	1	1	1	3.21	31.95	36.8	1	1	0	STM	2606	7935
281	1	S3	039349_29	45	385	231.89	0	1	1	5.56	18.75	36.5	0	1	8	shape_flat	2358	6893
314	1	S1	039349_35	62	366	219.78	1	1	1	5.07	20.46	94.7	0	1	0	STM	3478	6723
342	1	S3	039349_40	49	99	61.71	0	1	2	1.2	4.15	-1.0	1	1	1024	plateau_off_mip	747	7214
344	1	S3	039349_41	51	271	162.95	0	1	1	6.49	19.5	99.2	0	1	520	shape_flat|profile_sparse	1270	7376
357	1	S3	039349_44	28	42	24.07	0	1	2	0.08	0.71	-1.0	1	1	12	no_bragg|shape_flat	290	7634
363	1	S4	039349_45	16	437	263.04	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1743	7580
367	1	S3	039349_46	58	41	29.63	0	1	1	4.61	10.93	126.5	2	1	520	shape_flat|profile_sparse	554	7494
394	1	S2	039349_51	25	92	54.93	1	0	0	0.0	0.0	-1.0	0	1	0	STM	431	7368
402	1	S1	039349_53	45	456	272.81	1	1	1	3.96	27.5	52.8	0	1	0	STM	1901	7860
409	1	S1	039349_54	54	305	181.37	1	1	1	12.75	22.67	96.0	0	1	0	STM	1117	7540
419	1	S2	039349_56	28	174	102.22	1	0	0	0.0	0.0	-1.0	0	1	0	STM	905	7441
431	1	S1	039349_58	72	218	129.94	1	1	2	8.2	23.4	-1.0	3	1	0	STM	909	7272
435	1	S1	039349_59	61	445	266.59	1	1	1	14.67	29.49	68.4	0	1	0	STM	2276	7883
449	1	S1	039349_61	58	77	48.68	1	1	1	8.23	25.42	39.9	2	1	0	STM	584	7406
450	1	S4	039349_61	62	142	82.81	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1043	7315
462	1	S1	039349_63	67	1147	696.64	1	1	1	13.95	29.87	143.5	0	1	0	STM	5066	7326
467	1	S4	039349_64	65	65	38.55	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	456	7698
486	1	S3	039349_68	63	172	102.0	0	1	1	1.3	5.46	18.5	0	1	12	no_bragg|shape_flat	1250	7214
513	1	S1	039349_72	65	432	266.96	1	1	1	13.35	10.59	96.4	1	1	0	STM	2338	7219
524	1	S4	039349_75	73	298	177.43	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	1157	7416
537	1	S4	039349_79	71	484	291.85	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	1624	7542
538	1	S4	039349_8	19	630	378.02	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2445	6908
551	1	S3	039349_81	45	109	124.21	0	1	2	0.33	0.6	-1.0	1	1	520	shape_flat|profile_sparse	1232	7160
556	1	S1	039349_82	48	429	255.5	1	1	1	2.1	20.91	20.4	0	1	0	STM	1892	7592
557	1	S2	039349_82	52	172	103.27	1	0	0	0.0	0.0	-1.0	0	1	0	STM	768	7780
563	1	S1	039349_83	60	287	172.86	1	1	1	5.73	38.0	37.8	0	1	0	STM	1005	7397
1	2	S3	039252_0	35	507	310.81	0	1	2	0.35	1.34	-1.0	1	1	12	no_bragg|shape_flat	2376	7937
2	2	S4	039252_0	75	543	323.2	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2258	7952
3	2	S1	039252_0	76	607	362.92	1	1	2	0.3	0.46	-1.0	1	1	0	STM	2473	7925
4	2	S2	039252_0	77	211	125.7	1	0	0	0.0	0.0	-1.0	0	1	0	STM	736	7238
7	2	S4	039252_1	36	401	236.69	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	2232	7724
8	2	S1	039252_10	73	587	350.1	1	1	1	7.59	15.18	48.4	0	1	0	STM	2356	7720
9	2	S2	039252_10	103	222	139.76	1	0	0	0.0	0.0	-1.0	0	1	0	STM	993	7834
10	2	S2	039252_12	44	267	158.83	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1041	7556
11	2	S4	039252_12	45	145	86.63	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	622	7579
12	2	S4	039252_12	88	73	43.58	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	153	7605
13	2	S3	039252_12	90	210	125.68	0	1	2	0.87	3.09	-1.0	1	1	12	no_bragg|shape_flat	1106	7997
14	2	S3	039252_12	95	262	155.13	0	1	1	10.8	20.79	38.0	0	1	8	shape_flat	1412	7979
15	2	S4	039252_12	114	103	60.59	0	0	0	0.0	0.0	-1.0	0	1	1028	no_bragg|plateau_off_mip	1063	7999
16	2	S4	039252_12	123	445	265.77	0	0	0	0.0	0.0	-1.0	0	1	4	no_bragg	1612	7967
17	2	S4	039252_12	130	1003	719.03	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	3321	7866
18	2	S4	039252_13	66	214	162.43	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	573	7534
19	2	S4	039252_13	74	107	202.21	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	117	7567
20	2	S4	039252_13	91	1200	738.25	0	0	0	0.0	0.0	-1.0	0	0	1100	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	4722	7795
22	2	S4	039252_14	62	84	54.53	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	131	7789
23	2	S4	039252_14	64	151	96.13	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	99	7790
24	2	S1	039252_14	81	177	105.6	1	1	2	1.38	1.27	-1.0	1	1	0	STM	4571	7929
25	2	S4	039252_14	84	269	160.93	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	797	7762
26	2	S4	039252_15	32	56	32.96	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	749	7673
28	2	S3	039252_15	81	344	206.38	0	1	1	9.4	17.31	81.7	0	1	12	no_bragg|shape_flat	3119	7985
29	2	S1	039252_15	82	59	34.71	1	1	1	4.93	9.96	125.9	0	1	0	STM	391	7693
30	2	S1	039252_15	91	302	180.5	1	1	1	11.18	29.2	36.4	1	1	0	STM	2980	7993
31	2	S4	039252_16	32	226	133.38	0	0	0	0.0	0.0	-1.0	0	1	512	profile_sparse	1153	7852
32	2	S4	039252_16	33	245	144.27	0	0	0	0.0	0.0	-1.0	0	0	68	no_bragg|stop_near_boundary	1080	7855
33	2	S1	039252_16	40	122	72.55	1	1	2	0.7	2.89	-1.0	2	1	0	STM	637	7875
34	2	S1	039252_16	88	505	304.52	1	1	1	8.2	16.1	61.5	0	1	0	STM	1843	7820
35	2	S4	039252_16	91	141	117.5	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1295	7845
36	2	S4	039252_16	98	28	16.2	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	350	7888
37	2	S4	039252_16	108	119	84.89	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	409	7886
38	2	S3	039252_16	110	261	155.64	0	1	2	0.07	0.17	-1.0	1	1	12	no_bragg|shape_flat	1496	7836
39	2	S4	039252_17	80	256	152.56	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2928	7836
40	2	S3	039252_17	88	115	68.46	0	1	1	10.37	18.76	87.5	0	1	1024	plateau_off_mip	603	7958
41	2	S4	039252_17	90	323	193.67	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3842	7788
42	2	S4	039252_17	91	38	21.47	0	0	0	0.0	0.0	-1.0	0	1	14	stop_unmatched|no_bragg|shape_flat	869	7944
43	2	S4	039252_17	104	285	194.58	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	1236	7925
44	2	S4	039252_2	39	73	43.2	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	311	7858
45	2	S3	039252_2	55	52	30.57	0	1	1	10.71	25.76	72.1	0	1	8	shape_flat	560	7848
46	2	S4	039252_2	79	250	149.66	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	331	7857
48	2	S1	039252_2	86	110	65.67	1	1	1	13.78	27.62	82.7	0	1	0	STM	1831	7797
49	2	S4	039252_2	87	265	162.9	0	0	0	0.0	0.0	-1.0	0	0	1100	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	1084	7827
50	2	S3	039252_2	103	154	91.89	0	1	1	4.38	22.22	106.8	0	0	64	stop_near_boundary	18517	7750
51	2	S2	039252_2	109	254	151.15	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1285	7819
52	2	S1	039252_3	40	442	264.9	1	1	1	14.33	20.56	126.2	0	1	0	STM	2183	7764
53	2	S3	039252_3	45	23	13.2	0	1	1	8.12	18.63	22.3	0	1	12	no_bragg|shape_flat	210	7895
54	2	S1	039252_3	68	371	222.21	1	1	1	11.5	20.83	82.5	0	1	0	STM	1854	7786
56	2	S4	039252_3	75	56	33.03	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	224	7894
57	2	S4	039252_3	90	186	116.59	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	243	7893
58	2	S4	039252_4	55	257	150.83	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	884	7633
59	2	S4	039252_5	73	105	62.33	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	754	7653
61	2	S4	039252_6	88	119	68.34	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1001	7626
62	2	S4	039252_6	90	108	64.42	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	463	7653
63	2	S4	039252_6	98	126	74.31	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	476	7652
64	2	S3	039252_6	100	174	103.62	0	1	2	2.55	3.76	-1.0	1	1	12	no_bragg|shape_flat	551	7649
65	2	S4	039252_6	106	40	23.66	0	0	0	0.0	0.0	-1.0	0	1	1024	plateau_off_mip	167	7668
66	2	S3	039252_6	114	362	224.97	0	1	1	1.73	2.96	23.5	0	1	12	no_bragg|shape_flat	1989	7975
67	2	S4	039252_7	32	757	453.54	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	3477	7863
68	2	S4	039252_7	34	235	140.22	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	941	7508
69	2	S4	039252_7	37	162	96.22	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	772	7519
70	2	S3	039252_7	98	190	113.38	0	1	1	4.11	10.52	96.7	0	1	12	no_bragg|shape_flat	5748	7701
72	2	S1	039252_8	32	298	177.52	1	1	1	11.56	23.15	54.5	1	1	0	STM	1735	7838
73	2	S3	039252_8	77	385	241.59	0	1	2	0.15	0.22	-1.0	1	0	1100	no_bragg|shape_flat|stop_near_boundary|plateau_off_mip	2944	7789
74	2	S3	039252_8	82	277	166.33	0	1	1	1.84	4.57	75.3	0	1	8	shape_flat	1197	7859
75	2	S4	039252_8	83	592	356.67	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2693	7799
76	2	S2	039252_8	93	77	45.24	1	0	0	0.0	0.0	-1.0	0	1	0	STM	873	7872
77	2	S3	039252_8	97	201	135.63	0	1	2	2.71	4.08	-1.0	1	1	1024	plateau_off_mip	3846	7753
78	2	S4	039252_8	102	179	106.89	0	0	0	0.0	0.0	-1.0	0	1	1028	no_bragg|plateau_off_mip	648	7881
79	2	S2	039252_9	31	36	21.18	1	0	0	0.0	0.0	-1.0	0	1	0	STM	119	7938
80	2	S4	039252_9	49	243	144.93	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1321	7846
81	2	S3	039252_9	52	50	29.16	0	1	1	15.52	20.17	59.5	0	1	8	shape_flat	447	7913
83	2	S3	039252_9	94	198	118.2	0	1	1	4.59	19.03	39.0	0	1	8	shape_flat	2291	7771
84	2	S4	039252_9	101	170	113.38	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1040	7867
85	2	S4	039253_0	40	71	42.56	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	229	7441
86	2	S4	039253_0	44	136	81.16	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	546	7415
87	2	S1	039253_0	87	168	100.08	1	1	1	3.43	8.66	39.5	1	1	0	STM	645	7406
88	2	S3	039253_0	99	73	46.66	0	1	1	9.26	14.18	54.6	0	1	12	no_bragg|shape_flat	377	7429
89	2	S4	039253_0	102	25	14.4	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	215	7442
90	2	S4	039253_0	110	147	87.91	0	0	0	0.0	0.0	-1.0	0	0	64	stop_near_boundary	634	7407
91	2	S1	039253_1	36	377	224.54	1	1	2	4.77	3.96	-1.0	1	1	0	STM	1486	7787
93	2	S4	039253_1	98	155	92.97	0	0	0	0.0	0.0	-1.0	0	1	16	not_muon_pid	4021	7666
94	2	S4	039253_1	105	104	64.05	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	1152	7803
95	2	S4	039253_1	116	732	489.46	0	0	0	0.0	0.0	-1.0	0	1	4	no_bragg	3137	7708
96	2	S4	039253_10	25	518	310.87	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	3516	7277
97	2	S4	039253_10	35	276	165.87	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2667	7362
99	2	S4	039253_10	93	395	243.44	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2120	7417
100	2	S4	039253_11	39	221	132.26	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	756	7726
101	2	S4	039253_11	44	172	101.46	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1062	7712
102	2	S4	039253_11	80	56	33.0	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1129	7708
103	2	S4	039253_11	86	160	96.67	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1592	7686
105	2	S1	039253_11	116	68	40.03	1	1	1	7.41	15.81	44.2	0	1	0	STM	533	7737
107	2	S2	039253_12	41	97	62.96	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1253	7981
108	2	S2	039253_12	69	65	38.74	1	0	0	0.0	0.0	-1.0	0	1	0	STM	266	7544
109	2	S4	039253_12	88	70	42.69	0	0	0	0.0	0.0	-1.0	0	0	1120	continuation|stop_near_boundary|plateau_off_mip	209	7548
110	2	S4	039253_13	39	84	49.6	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	535	7442
111	2	S4	039253_13	73	240	141.67	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1000	7406
112	2	S2	039253_13	102	1035	630.1	1	0	0	0.0	0.0	-1.0	0	1	0	STM	4990	7690
113	2	S2	039253_13	103	398	247.98	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2029	7937
114	2	S4	039253_14	47	521	312.04	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2825	7631
116	2	S2	039253_14	84	247	143.51	1	0	0	0.0	0.0	-1.0	0	1	0	STM	7414	7849
117	2	S2	039253_14	110	636	379.93	1	0	0	0.0	0.0	-1.0	0	1	0	STM	3364	7596
118	2	S4	039253_15	30	525	314.27	0	0	0	0.0	0.0	-1.0	0	1	2060	no_bragg|shape_flat|stop_into_dead	2124	7996
119	2	S2	039253_15	36	537	321.81	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2027	7469
120	2	S3	039253_15	45	176	106.83	0	1	1	7.5	30.18	78.5	0	1	8	shape_flat	1386	7512
122	2	S4	039253_15	81	142	85.76	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	2154	7994
123	2	S2	039253_15	99	176	104.92	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1014	7537
124	2	S3	039253_15	105	951	577.25	0	1	1	9.64	19.64	97.2	0	1	8	shape_flat	5382	7763
125	2	S1	039253_16	51	65	38.58	1	1	2	1.91	0.99	-1.0	1	1	0	STM	632	7175
126	2	S4	039253_16	95	100	57.78	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	174	7232
127	2	S2	039253_16	98	448	267.34	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1729	7037
128	2	S2	039253_16	109	340	202.47	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1597	7054
129	2	S4	039253_16	119	489	307.41	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1928	7013
130	2	S2	039253_17	44	468	600.63	1	0	0	0.0	0.0	-1.0	0	1	0	STM	2147	7845
131	2	S4	039253_17	77	140	83.86	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1336	7886
132	2	S4	039253_17	91	226	131.34	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	5560	7675
133	2	S3	039253_17	115	144	85.8	0	1	1	2.32	18.5	102.2	0	1	8	shape_flat	716	7917
134	2	S2	039253_17	127	1327	835.58	1	0	0	0.0	0.0	-1.0	0	1	0	STM	7555	7974
135	2	S4	039253_2	13	424	253.0	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2589	7721
136	2	S1	039253_2	34	38	22.43	1	1	1	7.46	24.16	42.7	0	1	0	STM	232	7828
137	2	S4	039253_2	75	149	93.66	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	446	7818
138	2	S3	039253_2	77	547	324.8	0	1	1	13.37	15.82	33.5	0	1	12	no_bragg|shape_flat	4164	7649
140	2	S2	039253_2	102	656	391.2	1	0	0	0.0	0.0	-1.0	0	1	0	STM	4119	7652
142	2	S4	039253_3	29	200	118.69	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1441	7177
143	2	S4	039253_3	61	330	197.62	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1693	7145
144	2	S1	039253_3	66	273	162.1	1	1	1	15.04	28.27	54.9	0	1	0	STM	1424	7179
145	2	S2	039253_3	79	153	94.35	1	0	0	0.0	0.0	-1.0	0	1	0	STM	1257	7200
146	2	S3	039253_4	79	64	37.32	0	1	1	14.82	33.91	139.1	0	1	8	shape_flat	2503	7750
147	2	S2	039253_4	80	359	214.57	1	0	0	0.0	0.0	-1.0	0	1	0	STM	3196	7697
149	2	S4	039253_4	95	631	382.83	0	0	0	0.0	0.0	-1.0	0	1	1036	no_bragg|shape_flat|plateau_off_mip	5754	7500
150	2	S1	039253_5	32	230	136.67	1	1	1	3.84	15.69	72.6	1	1	0	STM	1117	7811
151	2	S4	039253_5	53	193	149.97	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	685	7829
153	2	S4	039253_5	121	142	94.4	0	0	0	0.0	0.0	-1.0	0	1	4	no_bragg	522	7835
154	2	S4	039253_6	31	107	62.31	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	385	7791
155	2	S4	039253_6	34	425	256.46	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2231	7649
156	2	S2	039253_6	41	139	83.88	1	0	0	0.0	0.0	-1.0	0	1	0	STM	879	7753
157	2	S4	039253_6	76	133	79.61	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1483	7706
158	2	S1	039253_6	79	130	77.23	1	1	1	3.01	4.52	97.3	0	1	0	STM	541	7779
159	2	S4	039253_6	82	692	418.56	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	8593	7756
160	2	S2	039253_6	85	44	26.47	1	0	0	0.0	0.0	-1.0	0	1	0	STM	171	7807
161	2	S3	039253_6	90	116	159.72	0	1	1	2.29	7.02	82.1	0	1	512	profile_sparse	355	7793
162	2	S4	039253_7	64	418	249.29	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1547	7807
163	2	S3	039253_7	80	255	152.09	0	1	1	1.84	2.52	63.0	0	1	12	no_bragg|shape_flat	1407	7820
164	2	S4	039253_7	92	142	83.9	0	0	0	0.0	0.0	-1.0	0	0	76	no_bragg|shape_flat|stop_near_boundary	635	7890
165	2	S4	039253_8	27	50	29.51	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	579	7787
166	2	S3	039253_8	28	331	197.8	0	1	1	3.23	13.03	51.2	1	1	8	shape_flat	1455	7749
167	2	S3	039253_8	31	644	384.59	0	1	1	2.45	5.42	33.5	0	1	12	no_bragg|shape_flat	2702	7695
168	2	S4	039253_8	40	415	247.29	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1324	7754
169	2	S3	039253_8	53	62	37.79	0	1	1	1.97	2.18	21.1	0	1	1032	shape_flat|plateau_off_mip	1183	7761
170	2	S1	039253_8	59	468	280.75	1	1	1	9.79	34.39	56.1	1	1	0	STM	3162	7675
172	2	S3	039253_8	64	38	22.2	0	1	1	2.46	10.96	50.3	0	1	8	shape_flat	217	7803
173	2	S4	039253_9	42	450	269.26	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	2727	7765
175	2	S2	039253_9	108	129	76.54	1	0	0	0.0	0.0	-1.0	0	1	0	STM	873	7853
176	2	S3	039253_9	111	121	72.26	0	1	1	10.18	32.55	30.6	0	1	8	shape_flat	579	7867
177	2	S3	039349_0	28	61	35.37	0	1	2	0.01	0.07	-1.0	1	1	12	no_bragg|shape_flat	336	7178
178	2	S3	039349_0	68	469	279.32	0	1	1	2.05	4.58	99.1	0	1	12	no_bragg|shape_flat	2196	6868
179	2	S3	039349_1	52	123	81.0	0	1	1	1.8	5.69	57.5	0	1	12	no_bragg|shape_flat	353	6822
180	2	S4	039349_1	62	519	321.18	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1919	6300
181	2	S3	039349_10	27	404	238.07	0	1	1	1.12	1.59	47.4	0	1	8	shape_flat	1841	7383
182	2	S3	039349_10	54	114	88.75	0	1	2	2.77	3.25	-1.0	1	1	1024	plateau_off_mip	842	7483
183	2	S4	039349_10	58	292	172.55	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1541	7413
184	2	S4	039349_11	19	83	48.83	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	414	7655
185	2	S4	039349_11	24	524	314.44	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	2133	7410
186	2	S4	039349_11	41	58	34.02	0	0	0	0.0	0.0	-1.0	0	1	8	shape_flat	208	7685
187	2	S4	039349_11	43	89	53.28	0	0	0	0.0	0.0	-1.0	0	1	520	shape_flat|profile_sparse	1071	7562
189	2	S4	039349_11	47	519	309.41	0	0	0	0.0	0.0	-1.0	0	1	140	no_bragg|shape_flat|vertex_hadron	2437	7366
190	2	S4	039349_12	19	383	228.76	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1564	7974
191	2	S4	039349_12	24	502	301.93	0	0	0	0.0	0.0	-1.0	0	1	12	no_bragg|shape_flat	1662	7958
